TipoTitulo;DataVencimento;DataBase;TaxaCompraManha;TaxaVendaManha;PUCompraManha;PUVendaManha;PUBaseManha
Tesouro IGPM+ com Juros Semestrais;01/01/2031;26/10/2006;8.14;8.24;2679.24;2654.38;2653.29
Tesouro Prefixado com Juros Semestrais;01/01/2008;26/10/2006;13.21;13.25;1000.65;1000.27;999.77
Tesouro Prefixado com Juros Semestrais;01/01/2010;26/10/2006;13.69;13.75;944.76;943.42;942.94
Tesouro Prefixado com Juros Semestrais;01/01/2012;26/10/2006;13.87;13.93;900.06;898.19;897.73
Tesouro Prefixado com Juros Semestrais;01/01/2014;26/10/2006;13.93;13.99;865.95;863.71;863.26
Tesouro Selic;17/03/2010;25/10/2006;0.00;0.04;2898.48;2894.58;2893.10
Tesouro Selic;16/03/2011;25/10/2006;0.00;0.04;2898.48;2893.43;2891.94
Tesouro Selic;18/03/2009;25/10/2006;0.00;0.03;2898.48;2896.41;2894.93
Tesouro Selic;18/06/2008;25/10/2006;-0.01;0.01;2898.95;2898.01;2896.53
Tesouro Selic;17/01/2007;25/10/2006;-0.02;0.00;2898.61;2898.48;2897.00
Tesouro Prefixado;01/07/2007;25/10/2006;13.28;13.32;920.23;920.01;919.56
Tesouro Prefixado;01/01/2008;25/10/2006;13.31;13.35;864.34;863.98;863.55
Tesouro Prefixado;01/10/2007;25/10/2006;13.30;13.34;891.40;891.11;890.67
Tesouro Prefixado;01/04/2007;25/10/2006;13.35;13.38;948.65;948.54;948.07
Tesouro Prefixado;01/01/2007;25/10/2006;13.53;13.56;978.08;978.04;977.54
Tesouro Prefixado;01/01/2009;25/10/2006;13.52;13.58;758.99;758.12;757.74
Tesouro Prefixado;01/07/2008;25/10/2006;13.41;13.46;812.01;811.42;811.01
Tesouro Prefixado;01/04/2008;25/10/2006;13.35;13.39;838.17;837.75;837.34
Tesouro Selic;07/03/2012;11/01/2007;0.00;0.04;2974.69;2968.59;2967.12
Tesouro Selic;18/06/2008;11/01/2007;-0.01;0.01;2975.11;2974.26;2972.80
Tesouro Prefixado;01/07/2007;11/01/2007;12.68;12.71;946.52;946.41;945.96
Tesouro Prefixado;01/10/2007;11/01/2007;12.58;12.62;918.84;918.61;918.17
Tesouro Prefixado;01/01/2008;11/01/2007;12.50;12.54;893.05;892.74;892.32
Tesouro Prefixado;01/04/2008;11/01/2007;12.47;12.51;868.22;867.85;867.45
Tesouro Prefixado;01/07/2008;11/01/2007;12.46;12.50;843.59;843.16;842.76
Tesouro Prefixado;01/01/2009;11/01/2007;12.46;12.51;793.63;792.94;792.57
Tesouro Prefixado;01/04/2007;11/01/2007;12.88;12.91;974.37;974.31;973.84
Tesouro IPCA+ com Juros Semestrais;15/05/2035;11/01/2007;7.50;7.60;1359.87;1344.09;1343.51
Tesouro IPCA+ com Juros Semestrais;15/05/2045;11/01/2007;7.41;7.51;1354.00;1337.14;1336.57
Tesouro IPCA+ com Juros Semestrais;15/08/2024;11/01/2007;7.66;7.74;1409.58;1398.92;1398.31
Tesouro IPCA+ com Juros Semestrais;15/05/2015;11/01/2007;7.85;7.91;1460.05;1454.78;1454.14
Tesouro IPCA+ com Juros Semestrais;15/05/2011;11/01/2007;7.98;8.02;1523.57;1521.42;1520.74
Tesouro IPCA+ com Juros Semestrais;15/08/2010;11/01/2007;7.98;8.02;1563.54;1561.70;1561.00
Tesouro IPCA+ com Juros Semestrais;15/05/2009;11/01/2007;7.98;8.02;1569.96;1568.69;1567.99
Tesouro IPCA+ com Juros Semestrais;15/08/2008;11/01/2007;8.00;8.02;1612.67;1612.22;1611.50
Tesouro IPCA+ com Juros Semestrais;15/05/2007;11/01/2007;7.28;7.30;1627.99;1627.89;1627.21
Tesouro IPCA+;15/08/2024;11/01/2007;7.58;7.66;449.64;443.82;443.62
Tesouro IPCA+;15/05/2015;11/01/2007;7.83;7.89;864.71;860.72;860.34
Tesouro IGPM+ com Juros Semestrais;01/07/2017;11/01/2007;7.77;7.85;1670.79;1661.25;1660.57
Tesouro IGPM+ com Juros Semestrais;01/03/2011;11/01/2007;7.98;8.02;1811.99;1809.56;1808.81
Tesouro IGPM+ com Juros Semestrais;01/04/2008;11/01/2007;8.00;8.02;1887.06;1886.65;1885.87
Tesouro IGPM+ com Juros Semestrais;01/04/2021;11/01/2007;7.70;7.78;1661.86;1650.54;1649.87
Tesouro IGPM+ com Juros Semestrais;01/01/2031;11/01/2007;7.59;7.69;2795.01;2767.61;2766.50
Tesouro Prefixado com Juros Semestrais;01/01/2008;11/01/2007;12.49;12.53;982.95;982.62;982.16
Tesouro Prefixado com Juros Semestrais;01/01/2010;11/01/2007;12.52;12.58;945.87;944.55;944.10
Tesouro Prefixado com Juros Semestrais;01/01/2012;11/01/2007;12.61;12.67;914.46;912.53;912.09
Tesouro Prefixado com Juros Semestrais;01/01/2014;11/01/2007;12.67;12.73;888.39;886.00;885.58
Tesouro Selic;07/03/2012;10/01/2007;0.00;0.04;2973.23;2967.12;2965.65
Tesouro Selic;16/03/2011;10/01/2007;0.00;0.04;2973.23;2968.28;2966.81
Tesouro Selic;17/03/2010;10/01/2007;0.00;0.04;2973.23;2969.46;2968.00
Tesouro Selic;18/03/2009;10/01/2007;0.00;0.03;2973.23;2971.28;2969.81
Tesouro Selic;18/06/2008;10/01/2007;-0.01;0.01;2973.64;2972.80;2971.33
Tesouro Selic;17/01/2007;10/01/2007;-0.01;0.00;2973.23;2973.23;2971.76
Tesouro Prefixado;01/07/2008;10/01/2007;12.48;12.52;842.98;842.54;842.15
Tesouro Prefixado;01/01/2009;10/01/2007;12.49;12.54;792.85;792.15;791.78
Tesouro Prefixado;01/04/2008;10/01/2007;12.50;12.54;867.54;867.17;866.76
Tesouro Prefixado;01/01/2008;10/01/2007;12.51;12.55;892.55;892.25;891.83
Tesouro Prefixado;01/10/2007;10/01/2007;12.58;12.62;918.41;918.17;917.74
Tesouro Prefixado;01/07/2007;10/01/2007;12.68;12.71;946.08;945.96;945.51
Tesouro Prefixado;01/04/2007;10/01/2007;12.89;12.92;973.88;973.82;973.35
Tesouro IPCA+ com Juros Semestrais;15/05/2035;10/01/2007;7.49;7.59;1360.88;1345.07;1344.49
Tesouro IPCA+ com Juros Semestrais;15/05/2045;10/01/2007;7.37;7.47;1360.27;1343.26;1342.69
Tesouro IPCA+ com Juros Semestrais;15/08/2024;10/01/2007;7.66;7.74;1408.97;1398.31;1397.70
Tesouro IPCA+ com Juros Semestrais;15/05/2015;10/01/2007;7.80;7.86;1463.81;1458.53;1457.88
Tesouro IPCA+ com Juros Semestrais;15/05/2009;10/01/2007;7.99;8.03;1568.94;1567.67;1566.97
Tesouro IPCA+ com Juros Semestrais;15/08/2010;10/01/2007;7.99;8.03;1562.39;1560.54;1559.84
Tesouro IPCA+ com Juros Semestrais;15/05/2007;10/01/2007;7.28;7.30;1627.31;1627.21;1626.52
Tesouro IPCA+ com Juros Semestrais;15/08/2008;10/01/2007;7.99;8.01;1612.17;1611.72;1611.00
Tesouro IPCA+ com Juros Semestrais;15/05/2011;10/01/2007;7.99;8.03;1522.36;1520.21;1519.52
Tesouro IPCA+;15/05/2015;10/01/2007;7.77;7.83;868.34;864.33;863.95
Tesouro IPCA+;15/08/2024;10/01/2007;7.59;7.67;448.71;442.90;442.71
Tesouro IGPM+ com Juros Semestrais;01/07/2017;10/01/2007;7.74;7.82;1673.70;1664.14;1663.46
Tesouro IGPM+ com Juros Semestrais;01/04/2008;10/01/2007;8.00;8.02;1886.27;1885.87;1885.08
Tesouro IGPM+ com Juros Semestrais;01/03/2011;10/01/2007;7.99;8.03;1810.63;1808.21;1807.45
Tesouro IGPM+ com Juros Semestrais;01/04/2021;10/01/2007;7.69;7.77;1662.61;1651.28;1650.61
Tesouro IGPM+ com Juros Semestrais;01/01/2031;10/01/2007;7.58;7.68;2796.66;2769.22;2768.10
Tesouro Prefixado com Juros Semestrais;01/01/2012;10/01/2007;12.64;12.70;913.06;911.13;910.70
Tesouro Prefixado com Juros Semestrais;01/01/2014;10/01/2007;12.69;12.75;887.17;884.79;884.37
Tesouro Prefixado com Juros Semestrais;01/01/2008;10/01/2007;12.52;12.56;982.25;981.92;981.46
Tesouro Prefixado com Juros Semestrais;01/01/2010;10/01/2007;12.56;12.62;944.54;943.22;942.78
Tesouro Selic;16/03/2011;09/01/2007;0.00;0.04;2971.76;2966.82;2965.35
Tesouro Selic;17/03/2010;09/01/2007;0.00;0.04;2971.76;2968.00;2966.53
Tesouro Selic;18/03/2009;09/01/2007;0.00;0.03;2971.76;2969.82;2968.35
Tesouro Selic;07/03/2012;09/01/2007;0.00;0.04;2971.76;2965.66;2964.19
Tesouro Prefixado;01/01/2009;09/01/2007;12.49;12.54;792.48;791.78;791.41
Tesouro Prefixado;01/04/2007;09/01/2007;12.89;12.92;973.41;973.35;972.88
Tesouro Prefixado;01/07/2007;09/01/2007;12.68;12.71;945.63;945.51;945.06
Tesouro Prefixado;01/10/2007;09/01/2007;12.60;12.64;917.86;917.62;917.19
Tesouro Prefixado;01/01/2008;09/01/2007;12.53;12.57;891.98;891.68;891.26
Tesouro Prefixado;01/04/2008;09/01/2007;12.51;12.55;867.04;866.67;866.26
Tesouro Prefixado;01/07/2008;09/01/2007;12.50;12.54;842.37;841.93;841.54
Tesouro IPCA+ com Juros Semestrais;15/05/2035;09/01/2007;7.49;7.59;1360.30;1344.49;1343.91
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/01/2007;7.35;7.45;1363.14;1346.06;1345.49
Tesouro IPCA+ com Juros Semestrais;15/05/2011;09/01/2007;7.96;8.00;1523.29;1521.14;1520.46
Tesouro IPCA+ com Juros Semestrais;15/08/2010;09/01/2007;7.96;8.00;1563.07;1561.23;1560.53
Tesouro IPCA+ com Juros Semestrais;15/08/2024;09/01/2007;7.67;7.75;1407.02;1396.37;1395.76
Tesouro IPCA+ com Juros Semestrais;15/05/2015;09/01/2007;7.80;7.86;1463.17;1457.88;1457.24
Tesouro IPCA+ com Juros Semestrais;15/05/2009;09/01/2007;7.97;8.01;1568.88;1567.61;1566.91
Tesouro IPCA+ com Juros Semestrais;15/05/2007;09/01/2007;7.45;7.47;1625.75;1625.65;1624.96
Tesouro IPCA+ com Juros Semestrais;15/08/2008;09/01/2007;7.94;7.96;1612.57;1612.12;1611.40
Tesouro IPCA+;15/08/2024;09/01/2007;7.61;7.69;447.06;441.27;441.08
Tesouro IPCA+;15/05/2015;09/01/2007;7.78;7.84;867.29;863.28;862.90
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/01/2007;7.58;7.68;2795.54;2768.10;2766.99
Tesouro IGPM+ com Juros Semestrais;01/03/2011;09/01/2007;7.96;8.00;1811.70;1809.27;1808.52
Tesouro IGPM+ com Juros Semestrais;01/07/2017;09/01/2007;7.75;7.83;1671.82;1662.27;1661.59
Tesouro IGPM+ com Juros Semestrais;01/04/2021;09/01/2007;7.70;7.78;1660.52;1649.20;1648.53
Tesouro IGPM+ com Juros Semestrais;01/04/2008;09/01/2007;8.00;8.02;1885.49;1885.08;1884.30
Tesouro Prefixado com Juros Semestrais;01/01/2010;09/01/2007;12.54;12.60;944.54;943.22;942.77
Tesouro Prefixado com Juros Semestrais;01/01/2008;09/01/2007;12.53;12.57;981.70;981.37;980.91
Tesouro Prefixado com Juros Semestrais;01/01/2012;09/01/2007;12.62;12.68;913.28;911.34;910.91
Tesouro Prefixado com Juros Semestrais;01/01/2014;09/01/2007;12.60;12.66;890.35;887.95;887.53
Tesouro Selic;18/06/2008;08/01/2007;-0.01;0.01;2970.72;2969.88;2968.41
Tesouro Selic;07/03/2012;08/01/2007;0.00;0.04;2970.30;2964.20;2962.73
Tesouro Selic;17/03/2010;09/05/2007;0.00;0.03;3090.47;3087.84;3086.39
Tesouro Prefixado;01/01/2009;09/05/2007;10.86;10.91;843.50;842.87;842.52
Tesouro Prefixado;01/07/2008;09/05/2007;11.14;11.18;887.40;887.04;886.67
Tesouro Prefixado;01/04/2008;09/05/2007;11.32;11.36;909.46;909.17;908.78
Tesouro Prefixado;01/01/2008;09/05/2007;11.58;11.62;931.98;931.76;931.36
Tesouro Prefixado;01/10/2007;09/05/2007;11.89;11.92;956.39;956.29;955.86
Tesouro Prefixado;01/07/2009;09/05/2007;10.76;10.82;803.98;803.05;802.72
Tesouro Prefixado;01/07/2007;09/05/2007;12.27;12.30;983.60;983.56;983.11
Tesouro IPCA+ com Juros Semestrais;15/08/2010;09/05/2007;6.82;6.86;1628.59;1626.78;1626.23
Tesouro IPCA+ com Juros Semestrais;15/05/2009;09/05/2007;7.12;7.16;1657.92;1656.76;1656.18
Tesouro IPCA+ com Juros Semestrais;15/08/2008;09/05/2007;7.53;7.55;1637.15;1636.78;1636.18
Tesouro IPCA+ com Juros Semestrais;15/05/2007;09/05/2007;7.60;7.62;1690.18;1690.17;1689.55
Tesouro IPCA+ com Juros Semestrais;15/05/2011;09/05/2007;6.66;6.70;1654.92;1652.74;1652.19
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/05/2007;6.18;6.28;1652.26;1629.48;1628.96
Tesouro IPCA+ com Juros Semestrais;15/05/2035;09/05/2007;6.20;6.30;1651.72;1631.06;1630.54
Tesouro IPCA+ com Juros Semestrais;15/08/2024;09/05/2007;6.25;6.33;1626.61;1613.47;1612.95
Tesouro IPCA+ com Juros Semestrais;15/05/2015;09/05/2007;6.39;6.45;1653.00;1647.16;1646.63
Tesouro IPCA+;15/08/2024;09/05/2007;6.18;6.26;585.40;577.86;577.68
Tesouro IPCA+;15/05/2015;09/05/2007;6.33;6.39;1005.81;1001.28;1000.96
Tesouro IGPM+ com Juros Semestrais;01/07/2017;09/05/2007;6.33;6.41;1912.10;1901.26;1900.75
Tesouro IGPM+ com Juros Semestrais;01/04/2021;09/05/2007;6.28;6.36;1882.41;1868.99;1868.48
Tesouro IGPM+ com Juros Semestrais;01/03/2011;09/05/2007;6.70;6.74;1894.45;1892.03;1891.49
Tesouro IGPM+ com Juros Semestrais;01/04/2008;09/05/2007;7.97;7.99;1897.60;1897.29;1896.66
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/05/2007;6.24;6.34;3309.06;3274.82;3273.93
Tesouro Prefixado com Juros Semestrais;01/01/2008;09/05/2007;11.58;11.62;1025.52;1025.29;1024.84
Tesouro Prefixado com Juros Semestrais;01/01/2014;09/05/2007;10.52;10.58;1011.90;1009.24;1008.84
Tesouro Prefixado com Juros Semestrais;01/01/2012;09/05/2007;10.53;10.59;1017.00;1014.96;1014.56
Tesouro Prefixado com Juros Semestrais;01/07/2010;09/05/2007;10.62;10.68;1020.07;1018.60;1018.19
Tesouro Prefixado com Juros Semestrais;01/01/2010;09/05/2007;10.66;10.72;1020.45;1019.18;1018.76
Tesouro Prefixado com Juros Semestrais;01/01/2017;09/05/2007;10.53;10.59;1005.30;1001.93;1001.53
Tesouro Selic;16/03/2011;08/05/2007;0.00;0.04;3089.04;3084.29;3082.85
Tesouro Selic;07/03/2012;08/05/2007;0.00;0.04;3089.04;3083.09;3081.64
Tesouro Selic;18/06/2008;08/05/2007;-0.01;0.01;3089.37;3088.70;3087.25
Tesouro Selic;18/03/2009;08/05/2007;0.00;0.02;3089.04;3087.89;3086.44
Tesouro Selic;17/03/2010;08/05/2007;0.00;0.03;3089.04;3086.40;3084.95
Tesouro Prefixado;01/01/2009;08/05/2007;10.85;10.90;843.28;842.65;842.30
Tesouro Prefixado;01/07/2008;08/05/2007;11.13;11.17;887.12;886.76;886.39
Tesouro Prefixado;01/04/2008;08/05/2007;11.32;11.36;909.07;908.78;908.40
Tesouro Prefixado;01/01/2008;08/05/2007;11.56;11.60;931.68;931.47;931.06
Tesouro Prefixado;01/10/2007;08/05/2007;11.89;11.92;955.97;955.86;955.44
Tesouro Prefixado;01/07/2009;08/05/2007;10.74;10.80;803.96;803.03;802.70
Tesouro Prefixado;01/07/2007;08/05/2007;12.27;12.30;983.15;983.11;982.65
Tesouro IPCA+ com Juros Semestrais;15/08/2010;08/05/2007;6.81;6.85;1628.49;1626.68;1626.13
Tesouro IPCA+ com Juros Semestrais;15/05/2009;08/05/2007;7.13;7.17;1657.05;1655.89;1655.31
Tesouro IPCA+ com Juros Semestrais;15/08/2008;08/05/2007;7.60;7.62;1635.25;1634.88;1634.28
Tesouro IPCA+ com Juros Semestrais;15/05/2007;08/05/2007;7.67;7.69;1689.54;1689.53;1688.91
Tesouro IPCA+ com Juros Semestrais;15/05/2011;08/05/2007;6.65;6.69;1654.91;1652.73;1652.18
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/05/2007;6.17;6.27;1654.04;1631.22;1630.70
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/05/2007;6.20;6.30;1651.20;1630.54;1630.02
Tesouro IPCA+ com Juros Semestrais;15/08/2024;08/05/2007;6.25;6.33;1626.09;1612.95;1612.44
Tesouro IPCA+ com Juros Semestrais;15/05/2015;08/05/2007;6.37;6.43;1654.42;1648.57;1648.04
Tesouro IPCA+;15/08/2024;08/05/2007;6.19;6.27;584.27;576.74;576.56
Tesouro IPCA+;15/05/2015;08/05/2007;6.31;6.37;1007.00;1002.47;1002.14
Tesouro IGPM+ com Juros Semestrais;01/07/2017;08/05/2007;6.32;6.40;1912.94;1902.10;1901.58
Tesouro IGPM+ com Juros Semestrais;01/04/2021;08/05/2007;6.27;6.35;1883.60;1870.15;1869.65
Tesouro IGPM+ com Juros Semestrais;01/03/2011;08/05/2007;6.69;6.73;1894.52;1892.09;1891.56
Tesouro IGPM+ com Juros Semestrais;01/04/2008;08/05/2007;7.97;7.99;1896.97;1896.66;1896.04
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/05/2007;6.24;6.34;3308.18;3273.93;3273.05
Tesouro Prefixado com Juros Semestrais;01/01/2008;08/05/2007;11.56;11.60;1025.19;1024.96;1024.51
Tesouro Prefixado com Juros Semestrais;01/01/2014;08/05/2007;10.52;10.58;1011.50;1008.84;1008.44
Tesouro Prefixado com Juros Semestrais;01/01/2012;08/05/2007;10.52;10.58;1016.94;1014.90;1014.49
Tesouro Prefixado com Juros Semestrais;01/07/2010;08/05/2007;10.59;10.65;1020.41;1018.93;1018.52
Tesouro Prefixado com Juros Semestrais;01/01/2010;08/05/2007;10.65;10.71;1020.26;1018.98;1018.57
Tesouro IGPM+ com Juros Semestrais;01/03/2011;22/02/2006;8.79;8.85;1697.23;1693.29;1692.75
Tesouro Prefixado com Juros Semestrais;01/01/2008;22/02/2006;14.93;14.98;943.64;942.95;942.43
Tesouro Prefixado com Juros Semestrais;01/01/2010;22/02/2006;14.23;14.29;900.30;898.79;898.31
Tesouro Prefixado com Juros Semestrais;01/01/2012;22/02/2006;13.94;14.00;869.75;867.75;867.30
Tesouro Selic;17/01/2007;21/02/2006;-0.01;0.00;2636.73;2636.50;2634.83
Tesouro Selic;18/06/2008;21/02/2006;0.00;0.03;2636.50;2634.69;2633.02
Tesouro Selic;17/03/2010;21/02/2006;0.02;0.06;2634.37;2630.13;2628.46
Tesouro Selic;18/03/2009;21/02/2006;0.01;0.05;2635.69;2632.49;2630.82
Tesouro Prefixado;01/10/2007;21/02/2006;14.93;14.98;801.81;801.26;800.81
Tesouro IGPM+ com Juros Semestrais;01/01/2031;04/10/2005;8.52;8.62;2495.00;2471.94;2470.93
Tesouro IGPM+ com Juros Semestrais;01/12/2006;04/10/2005;11.78;11.80;1823.79;1823.43;1822.48
Tesouro IGPM+ com Juros Semestrais;01/12/2005;04/10/2005;17.08;17.10;1815.44;1815.39;1814.11
Tesouro IGPM+ com Juros Semestrais;01/04/2021;04/10/2005;8.51;8.59;1434.95;1424.84;1424.26
Tesouro Prefixado com Juros Semestrais;01/01/2008;04/10/2005;17.26;17.32;904.44;903.53;902.95
Tesouro Prefixado com Juros Semestrais;01/01/2010;04/10/2005;16.27;16.33;849.66;848.19;847.68
Tesouro Selic;18/01/2006;03/10/2005;0.03;0.04;2469.65;2469.58;2467.83
Tesouro Selic;17/01/2007;03/10/2005;0.09;0.11;2467.03;2466.41;2464.65
Tesouro Selic;18/06/2008;03/10/2005;0.25;0.28;2453.42;2451.46;2449.70
Tesouro Selic;18/03/2009;03/10/2005;0.34;0.38;2441.25;2437.92;2436.16
Tesouro Prefixado;01/04/2007;03/10/2005;17.81;17.85;785.09;784.70;784.18
Tesouro Prefixado;01/07/2007;03/10/2005;17.58;17.63;756.60;756.05;755.56
Tesouro Prefixado;01/01/2008;03/10/2005;17.15;17.21;703.45;702.65;702.21
Tesouro Prefixado;01/01/2007;03/10/2005;17.89;17.93;816.71;816.37;815.84
Tesouro Prefixado;01/10/2006;03/10/2005;18.13;18.17;848.20;847.92;847.36
Tesouro Prefixado;01/01/2006;03/10/2005;19.11;19.14;958.55;958.49;957.82
Tesouro Prefixado;01/04/2006;03/10/2005;18.66;18.69;919.25;919.14;918.51
Tesouro Prefixado;01/07/2006;03/10/2005;18.33;18.37;883.76;883.55;882.95
Tesouro IPCA+ com Juros Semestrais;15/08/2024;03/10/2005;9.00;9.08;1151.68;1143.10;1142.57
Tesouro IPCA+ com Juros Semestrais;15/05/2015;03/10/2005;8.96;9.02;1298.86;1293.89;1293.29
Tesouro IPCA+ com Juros Semestrais;15/05/2045;03/10/2005;9.10;9.20;1080.47;1069.28;1068.78
Tesouro IPCA+ com Juros Semestrais;15/08/2006;03/10/2005;12.86;12.88;1475.30;1475.08;1474.20
Tesouro IPCA+ com Juros Semestrais;15/05/2007;03/10/2005;12.26;12.28;1448.87;1448.48;1447.65
Tesouro IPCA+ com Juros Semestrais;15/08/2008;03/10/2005;11.73;11.77;1355.62;1354.35;1353.59
Tesouro IPCA+ com Juros Semestrais;15/05/2009;03/10/2005;10.82;10.86;1370.83;1369.26;1368.54
Tesouro IPCA+;15/05/2015;03/10/2005;8.67;8.73;695.77;692.10;691.79
Tesouro IPCA+;15/08/2024;03/10/2005;8.83;8.91;314.58;310.27;310.12
Tesouro IGPM+ com Juros Semestrais;01/01/2031;03/10/2005;8.52;8.62;2493.99;2470.93;2469.92
Tesouro IGPM+ com Juros Semestrais;01/12/2005;03/10/2005;17.08;17.10;1814.16;1814.11;1812.83
Tesouro IGPM+ com Juros Semestrais;01/04/2008;03/10/2005;11.15;11.19;1620.39;1619.04;1618.22
Tesouro IGPM+ com Juros Semestrais;01/12/2006;03/10/2005;11.74;11.76;1823.56;1823.20;1822.25
Tesouro IGPM+ com Juros Semestrais;01/04/2021;03/10/2005;8.50;8.58;1435.64;1425.52;1424.93
Tesouro IGPM+ com Juros Semestrais;01/07/2017;03/10/2005;8.51;8.59;1513.23;1504.26;1503.65
Tesouro IGPM+ com Juros Semestrais;01/03/2011;03/10/2005;8.72;8.78;1616.60;1612.50;1611.83
Tesouro Prefixado com Juros Semestrais;01/01/2008;03/10/2005;17.22;17.28;904.48;903.56;902.99
Tesouro Prefixado com Juros Semestrais;01/01/2010;03/10/2005;16.25;16.31;849.65;848.17;847.66
Tesouro Selic;18/03/2009;30/09/2005;0.34;0.38;2439.49;2436.15;2434.40
Tesouro Selic;18/06/2008;30/09/2005;0.26;0.29;2451.01;2449.05;2447.29
Tesouro Selic;17/01/2007;30/09/2005;0.09;0.11;2465.28;2464.65;2462.90
Tesouro Selic;18/01/2006;30/09/2005;0.03;0.04;2467.90;2467.83;2466.08
Tesouro Prefixado;01/01/2008;30/09/2005;17.14;17.20;703.15;702.35;755.85
Tesouro Prefixado;01/07/2007;30/09/2005;17.51;17.56;756.89;756.34;755.85
Tesouro Prefixado;01/04/2007;30/09/2005;17.75;17.80;785.17;784.68;784.17
Tesouro Prefixado;01/10/2006;30/09/2005;18.10;18.14;847.85;847.57;847.01
Tesouro Prefixado;01/01/2007;30/09/2005;17.85;17.89;816.52;816.18;815.65
Tesouro Prefixado;01/07/2006;30/09/2005;18.31;18.35;883.28;883.06;882.47
Tesouro Prefixado;01/04/2006;30/09/2005;18.66;18.70;918.63;918.48;917.85
Tesouro Prefixado;01/01/2006;30/09/2005;19.13;19.16;957.84;957.78;957.12
Tesouro IPCA+ com Juros Semestrais;15/08/2006;30/09/2005;12.85;12.87;1474.53;1474.31;1473.09
Tesouro IPCA+ com Juros Semestrais;15/05/2007;30/09/2005;12.27;12.29;1447.84;1447.45;1446.28
